Nome da empresa,Motivos
CERC,"Simplesmente um dos piores RH que eu conheci, preocupação zero com as pessoas"
CERC,Os caras inventaram uma metodologia de desenvolvimento MDC Método de Desenvolvimento CERC que mais parece uma piada de mal gosto e te obrigam a usar!!!!!!
Cerc,Pior lugar para trabalhar mais tenho boletos para pagar empresa com diretores com rei na barriga gerente de comander center contratando empresa de amigos e realizando assédio moral com funcionários porque é amigo do CTO que  esconde os erros do sistema.
CERC,CTO safadinho fecha contrato com fornecedor que é amigo em troca de ser levado em puteiro caro
CERC,Empresa misógina e machista
CERC,Poucos funcionários e toda a carga de trabalho ficam para terceiros
CERC,"Pior RH que já vi. A Diretora é terrível, totalmente despreparada. Tivemos um Layoff grande e não faz o menor sentido ela continuar na empresa. A CERC é uma empresa pequena, então porque existe uma Líder III que reporta para uma Diretora? Se é para cortar custos, isso deveria acontecer em todas as áreas. Nenhuma outra área na CERC tem uma diretora com um reporte tão pequeno. Está na hora de tomarem coragem e cortar o mal pela raiz, ou corta a diretora que não faz nada ou corta a líder. Vergonha"
CERC,"RH despreparado, inchado, sem ações efetivas. Perseguem quem questiona e não sabem o que acontece com os funcionários. Inúteis, na realidade..."
Certsys,"um dos lideres de uma area, é toxico e machista, chegou a falar que prefere ensinar pros homens, por terem mais capacidades do que as mulheres, e nunca fala com uma mulher sem soltar uma gracinha e o ambiente de trabalho fica cada vez mais desconfortavel"
Certsys tecnologia,"Contratam pessoas que eram estagiarias em outras empresas e dão ""oportunidades"" para virar Jr, ensinam realmente(e quem ensina é um colega do trabalho com cargo de Jr também, porém com experiencias e espertize de Sr, que faz os treinamentos), porém, começa num nível que já pegou toda a experiência possível (3 anos), por exemplo, você como Jr, já ensina pros Plenos depreparados que contraram, ai não tinha plano de carreira desde a abertura da empresa, no final de 2022 inseriram, e até agora não se tem perspectiva de subir de cargo, ou seja 3 anos como Jr, e nenhum reconhecimento, e quando se pergunta o que falta, colocam muitos impecilhos e mais ""metas de estudos e carreira"""
Certsys Tecnologia,"contratram jovem aprendizes e fazem trabalhar junto com Pleno, ou seja, as mesmas funções ganhando menos, e quando vão contratar é 2 anos depois, estagiario é a mesma coisa"
CESAR,"PROGRESSÕES E AUMENTOS CONGELADOS A MAIS DE 1 ANO, SEM PREVISÃO DE RETORNO"
CESAR,"empresa paga de fit cultural, valorização de funcionário, mas está sem aumento a mais de 1 ano e meio"
CESAR,"Recheada de hipocrisia e injustiça. Após 3 demissões em massa, continuaram demitindo pessoas semanalmente para não fazer AUÊ.Ppara ser promovido é OBRIGATÓRIO participar da panelinha."
CESAR,Tem mais panela que a tramontina
CESAR,"Trabalhei 4 anos no CESAR para ver o pior dev da equipe ser promovido e os outros não. Mais da metade das tasks do dev eram entregues com atraso, o interpessoal do mesmo não era bom (chegou a receber vários feedbacks sobre isso). Motivo dele ser promovido? Vizinho do coordenador. Então, quer subir no cesar? Entre na panelinha."
CESAR,"Empresa movida a panelinhas, tem que puxar saco pra crescer, não importa o trabalho que vc faz, importa quem vc puxa o saco"
CESAR (Centro de estudos e sistemas avançados de Recife),"A empresa promove capacitismo. Ao usar canal de denúncias, com provas, para denunciar gestores que promovem abuso moral e capacitismo, a empresa desliga os colaboradores, remove todos os acessos de prontidão, para “resolver o problema “."
Cesbe Participações S.A.,Assédio moral encoberto e reforçado pelos diretores e RH.
Cescage,Não paga seus funcionários
Cespam,Regime semi escravo
CETAM,"Brigas entre unidades,disputa de ego entre diretores,e os próprios estagiários que em sua grande parte são filhos ou sobrinhos de funcionários se acham pois os pais ou tios são pessoas importantes lá "
Chaves na mão,"A panelinha da liderança é toda amiga do CEO, boa parte dos gestores é incompetente e parece um cone de tão passivos que são "
Checkout.com,Não gosto do bigode do meu chefe
Cheil,"Tóxica, sem gestão, sem vida e sem organização própria "
Cheil,"Falta de planejamento, demandas entram no final do dia pra ontem, nao respeitam jornada de trabalho, demandas de nivel pastelaria, falta de comunicação, disbrepancias salariais entre outros."
Cheil,"PJ mas tratamento de CLT, cobrança em cima de cobrança. Sem perspectiva de crescimento, gestão desprezível (machista é a coisa mais leve que pode se falar). Não negocia salário, quando tem aumento é coisa mínima e acham que tão fazendo muito. Zero benefícios. Só fica na empresa se ""dar"" ou fica puxando muito o saco. "
Cheil Brasil,"Não existe plano de carreira, você pode ser o melhor no que faz mas não vão promover você com o motivo de não ter pefil para a vaga e manter você na sua função para sempre e promovendo gente incompetente no seu lugar."
Cheil Brasil,"O sistema de ""PLR"" da empresa é baseado em notas, mas todo mundo recebe M, mesmo você trabalhando 2x ou 3x mais o ano inteiro vai receber o mesmo valor de bonûs que um imcopetente."
Chevrolet Cipauto,"Para eles não existem leis trabalhista, se existisse fiscalização a empresa teria muitas multas trabalhista, tratam mau os funcionários "
Chilli Beans,"Empresa não oferece nenhum benefício,o benefício é trabalhar. Horário para entrar sem horário para sair, normalmente a gestão é bem desorganizada. No ano que trabalhei como extra final de ano,entrava as 10 horas e saia a meia noite,não paga vale alimentação,o dono da franquia levou pra gente energético e cápsulas de cafeína para aguentar o ritmo "
Chocolates brasil cacau,É uma empresa toxica pois o padrão e os funcionários dela colocam as pessoas de extra natal pra trabalhar demais e no final da um pe da bunda te pagam uma merreca e descontam do seu dinheiro
chorume - mano deyvin,O canal do mano deyvin  uma verdadeira academia para o desenvolvimento do mindset.
chorume - mano deyvin,O canal do mano deyvin  uma fonte inesgotvel de novas ideias para moldar o mindset em direo ao sucesso.
chorume - mano deyvin,"Mano deyvin ajuda a transformar adversidades em oportunidades de crescimento, fortalecendo nosso mindset resiliente."
Chuá Distribuidora,"Empresa extremamente tóxica em que os proprietários adotam uma abordagem de microgerenciamento como cultura predominante, seus filhos utilizam a empresa como um laboratório para suas ideias, impactando a vida de todos os funcionários, inclusive aqueles que trabalham como contratados, pois a diretoria não respeita horários, férias, finais de semana ou feriados."
Chuá Distribuidora,"Cultura tóxica , micromanagement, abuso de poder "
Chubb Seguros,"Empresa formada por panelas, e conclaves, muito mal organizada."
Chute Inicial Corinthians,"Não pagam os direitos , e muitos funcionários não são registrados em carteira"
CI INTERCAMBIOS,Os consultores trabalham com produtos e de altíssimo valor. Precisam de experiências internacionais. Falar inglês e espanhol. Porém o repasse da comissão eh extremamente baixo . O nível de TURN OVER ZEH GIGANTE .. somos obrigados a mentir para os clientes .. as vezes vendas de 500k o repasse eh de 400 reais .. porém a responsabilidade não termina com venda. Inúmeros processos que caem nas costas dos consultores. Não existe possibilidade de crescimento pois os cargões altos são familiares.
CI&T,100% tóxica
CI&T,"- Lideres de equipe totalmente despreparados; - - Salario fraco em relação ao mercado, PL nem preciso comentar, só compensa se você for vir >= Senior e olhe lá. Te colocam em projetos internacionais e tem pagam a mesma mixaria;  - Para subir de cargo você precisa estar fazendo a p**** de um TCC(apresentar, defender e tudo) para ver se você pode ou não subir de cargo, basicamente você faz o trabalho que o seu gestor deveria fazer; - Ouvi casos de clientes chamarem os dev's da CI&T de burro e eles simplesmente trocarem toda a equipe e os abusos continuaram rolando e a CI&T continuou trocando a equipe; - Empresa vive de aparência, não vejo a hora de sair."
Ci&T,Discriminação de parte de lideres com pessoas soropositivas e falta de transparência em feedbacks
CI&T,"Abuso psicológico, assédio moral, layoff com tortura psicológica. "
CI&T,"Ameaça os funcionarios com demissão, realizando terror psicologico. "
Ci&T,"Sem plano de carreira, PLR horrível, times tóxicos"
CI&T,"Falta de transparência com os funcionários, panelinhas na cara dura e muitas falas bonitas para pouco resultado entregue... Culpam os funcionários por falhas da gestão. Muitos funcionários tendo Burnout. As notas no Glassdoor falam por si."
CI&T,"Lideres de projeto pouco qualificados, projetos presam pela gambiarra em revés ao bom desenvolvimento. "
CI&T,"Obriga os funcionarios a fazer hora e quem não faz é encarado como ""entrega pouco"", ou ""alguem que nao veste a camisa da empresa"", além de ter gerentes e CEO tóxicos que promovem uma competição elevada e muitas vezes prejudicial entre os funcionários."
CI&T,"Na CI&T eu sofri abuso moral, mentiram pra mim falando que eu não ia fazer o temido ""plano de ação"" mas eu acabei fazendo, e fui demitido, detalhe, disseram que o plano tinha ""35% de sucesso"", ou seja, 65% DE FRACASSO, mas, esse é o preço que vc paga, por não ser popular na CI&T... SE DEUS QUISER EU NUNCA, MAIS VOLTO LÁ!!!!"
CI&T,Simplesmente a empresa que me levou da esperança de ter uma carreira bem-sucedida a chorar escondido no banheiro com um mês de assédio moral.
CI&T,"assédio profissional, congelamento de promoções e clima organizacional horrível"
CI&T,"Uma das empresas mais lacradoras que existem, a CI&T saiu demitindo todos os PCD's misteriosamente alguns meses depois de uma onda de contratações... Parecia até que só tinham feito isso pra ficar bem na foto por uns instantes... Mas em todas as vagas eles ficam perguntando... Você é LGTB... Qual é a sua cor... Você tem necessidades especiais... etc..."
Ci&T,Um funcionario cometeu suicidio no inicio de 2022 e a empresa abafou o caso
CI&T,Desrespeito e descanso com funcionários.
CI&T,"Te promove e não paga, e quando chega no dia do aumento dão aquelas desculpas.” É vc não atendeu as expectativas como um dev master universe, então por esse motivo vamos você vai ficar mais 3 meses em experiência de um dev senior master universe e será avaliado ao final novamente "
CI&T,"Cultura de micromanagement enraizada. Tem um reconhecimentos distribuídos eventualmente, mas os reconhecidos são sempre da mesma panela de ""leads"" eles se reconhecem somente entre eles, dificilmente eles reconhecem um desenvolvedor. Uma panela de leads foi ""sorteada"" para representar os funcionários na negociação da PLR, o sindicato foi deixado de fora, resultado 4% de PLR para os devs. Eles vendem as buzz words do momento, já foi agile, digital innovation e agora é hiper produtividade com AI, burnout só crescendo entre os funcionários "
CI&T,"CEO incompetente, salários ridiculos... junior ganhando o mesmo que o estagiário do cliente, congelamento de promoções, assedio moral, demissões em massa, PDI nao funciona. Empresa enorme com clientes gigantes mas se comporta como empresa de bairro."
CI&T,"Jogou o sindicato pra fora das negociações, sucateou o valor da PLR e trouxe o CEO dos Estados Unidos pra usar justificativas estapafúrdias e ameaças no discurso de pq o valor foi alterado"
CI&T,"Liderança coerciva, baixo reconhecimento das pessoas e se tem Burnout, é rua."
CI&T,"lideres tóxicos, demissão em massa pra quem não poderia ser hibrido."
CI&T,"Não existe preocupação com o bem estar emocional dos funcionários. Alguns gerentes pararam de evoluir em 1990. Eles mentem descaradamente para os clientes sobre o nível de senioridade dos times. Não respeitam licenças legais, como licença paternidade e luto. "
ci&t,"Plano de carreira mal estruturado; Descumprimento de acordo da PLR; Promoções e reconhecimentos congelados por mais de 2 anos; Postura do CEO, perante ao descontentamento dos trabalhadores diante do descumprimento do acordo da PLR, extremamente tóxica com frases do tipo ""vamos fazer a vida de quem não está gostando da empresa um inferno.""."
Ci&T,Redução absurda do PLR e todo o desdobramento após a redução (deram de ombros pra insatisfação dos funcionários e o CEO fez um discurso ridículo).
CI&T,"Plano de carreira péssimo, gestores mal treinados, PLR pífia."
Ci&T,Tomar 90% do plr de todos os colaboradores e ainda mandar ameaça pra todo mundo
CI&T,"Microgerenciamento, gestores ruins e falta de consideração com o colaborador. Para eles o trabalhador é apenas um número que precisa dar resultado urgente e trabalhar de forma excessiva. "
CI&T,Assédio moral
CI&T,"PLR baixíssima, demissão em massa, contratação de seniors do mercado e promoções congeladas"
CI&T,Salario congelado e reconhecimento é por projeto e não pela empresa.
CI&T,"Não tem plano de carreira, gestão não sabe o que está fazendo"
CI&T,Mentem descaradamente quando a ser um lugar seguro porém é racista ao extremo e sabem colocar na geladeira de promoções e afins
CI&T,Sofri assédio moral diversas vezes e o RH caga pra você - PLR vergonhosa
CI&T,"2 anos com promoções congeladas, demissões, PLR quase nula, quase um TCC para o Plano de desenvolvimento Individual"
CI&T,"Tem muito cliente tóxico, que se você questionar ou criticar processos, fica mal visto e falam que vc não está motivado ou devia ser mais positivo. Tem que só aceitar e engolir. Se pedir pra mudar de cliente ou dar a entender que quer fazê-lo, é demitido (meu caso). Muita liderança direta despreparada, sem transparência, sem empatia, não sabem dar feedback, te avaliam bem pela frente e falam mal pelas costas, mas no linkedin ficam o dia inteiro falando de cuidado com pessoas, papo de coach e postando video de TED talk."
CI&T,"Era people first, agora é people que se dane. Corte absurdo na PLR e seguem oferecendo como benefício. Volta ao presencial."
Ci&t,"A empresa paga salarios diferentes para o mesmo cargo e senioridade de acordo com a cidade de residencia do funcionário. Por algum preconceito, cidades fora de SP e RJ ganham menos."
Ci&T,Pressão para voltar ao presencial por incompetencia da gestao que nao sabe gerenciar sem fazer assedio
Ci&T,"Só tem lider/arquiteto arrombado, fora os layoffs"
CI&T,"No geral é boa, mas tem uns problemas: Salário e PLR baixos; o processo de promoção era até pouco tempo atrás fazer um TCC sobre a carreira; promovem pessoas por raça e sexualidade ao invés de escolher por capacidade e dedicação"
CI&T,"era meu sonho trabalhar na ci&t, até sofrer assédio moral dentro dela. Vendem Senior por especialista para o cliente. O plano de carreira é uma piada. 90% dos gestores são péssimos. Depois que a Ci&t comprou a dextra e abriu IPO foi só ladeira abaixo. Inclusive, fiz uma denúncia do assedio moral que sofri e 2 semanas depois fui demitido. Devia ter metido um processo contra vocês, mas tem tanto relato desse tipo aqui nesta planilha…eu teria vergonha de ser gestor numa empresa dessas. Não volto pra CI&T nem se pagarem R$100k por mês."
Ci&T,"Explora até o talo, se faltar projeto é rua, é desumano"
CI&T,"Processo pra conseguir promoção é mais custoso que o TCC da faculdade. Reconhecimento? Nenhum, falam que gostam do seu trabalho e é isso, sem nenhuma bonificação, só alguns chefes que ganham. Entrou na bolsa de NY pra dar lucro pros acionistas e cortar PLR pros funcionários. Amam fazer assédio sindical, a campanha pra entregar o papel no sindicato é grande."
CI&T,"Tabela de salários diferentes dependendo da cidade (mesmo contrato home office) e demissão para quem muda seu endereço para uma base que paga melhor, promoções congeladas há 2 anos, PLR de 3% do salário, CEO ameaça que vai deixar o ambiente insuportável para quem não tiver sentimento de família com a empresa"
CI&T,"PLR reduzido em 90%, promoções congeladas, só os gerentes que ganham promoção enquanto quem trabalha e da o sangue nos projetos só recebe auemnto pq tem dicidio"
CI&T,"A empresa perdeu a cultura em meados de 2019, depois dessa época só a deriva. Tive dois burnouts nessa empresa. Vocês não sabem mas a CI&T já sofreu um processo milionário do Banco Original, um projeto aonde boa parte dos funcionários faziam muitas horas extras e no final a CI&T quase fechou as portas, teve muita conversa para que isso não acontecesse. Antes a CI&T desenvolvia pessoas, antes de desenvolver software. Hoje a CI&T desenvolve seu burnout, antes de te mudar de clientes. Não passa de uma fábrica de software a deriva, que ultimamente tem tomado até o PLR dos seus colaboradores. #rip #ciandt #2024"
CI&T,"salario, PLR e vale alimentacao bem abaixo; quem mora fora de SP ganha menos; plano de saude horrivel; BP, People, RH, PDM, Gestores despreparados, somem, sao fantasmas; dev pleno em papel de senior e ganhando como pleno ha 10 anos sem promocao; CEO é um lixo; Notebooks lentos;"
CI&T,"Empresa vende contrato para os clientes com desenvolvedores de cargo mais alto e botam estagiários no lugar, me venderam para 5 projetos diferentes como desenvolvedor pleno sendo estagiário, recebendo salário de estagiário para fazer trabalho de pleno, cobrança de pleno e responsabilidade de pleno. Falam que última situação é demissão e realocam as pessoas mas apenas fazem demissões de times inteiros."
CI&T,"Favoritismo para ser promovido (mesmo que a pessoa seja incompetente; Microgerenciamento total; PLR é uma piada; Plano de carreira depende de muitos fatores, e suas entregas é só uma delas"
CI&T,"Empresa diz que é People first e é mentira. O RH é uma merda. Fazem um monte de campanha para GPTW para pegar trouxa. Panelinha pesada e a liderança é muito despreparada, fazem comando e controle com medo de perder espaço ou por incompetência. Muito líder antigo que é fábrica de lero-lero. Não sabe nada do contrato, dá palpite de merda e cancela reunião com cliente para assistir webinar e falar mais lero-lero depois. Como o próprio Gon falou: “estamos perdendo a cultura!” -  e a causa disso é aquela velha turma exec que só puxa o saco de chefe e caga na cabeça do resto."
Ci&t,"Pressão extrema, e sem clareza acabou projeto te coloca na fila da guilhotina se nao arrumar uma vaga o abate chega. Fora as outras itens que se for explicar vai levar tempo."
CI&T,"Encerram a entrevista demissional quando você começa a caguetar os líderes, assédio moral, horas extras de gaveta"
CI&T,Ficou doente? Demissão! Problema de saúde mais sério? Demissão
CI&T,Promoção é baseado em quem toma vinho com a gerência
CI&T,Contratam vários times para Projetos de 3 meses e depois o povo que se lasque na demissão
CI&T,"Gestão seletiva, programa de desenvolvimento parece um TCC, liderança tóxica e pouco se preocupa com as pessoas."
CI&T,"Vários anos sem uma promoção, sem um plano de carreira. Vi machismo, racismo e uma liderança perdida. 0 feedbacks em 6 meses, cobram que você não participou de reuniões que nem lhe convidaram. Gerente abre reunião falando ""Você tá bem ou preciso te trocar?"". Liderança sabe que você lida com depressão e ansiedade e parece querer que você fique tão mal que se demita. Layoff disfarçado, PLR diminuído em 95%. Totalmente anti-sindicato. Se você não for estrelinha, nunca vai crescer."
CI&T,Fui cobrado pela gerência várias vezes enquanto minha colega fazia stream no Twitch durante expediente.
CI&T,Vários anos sem uma promoção para ser demitido sem um feedback com o trabalho em dia e elogiado pelo cliente.
CI&T,"Empresa engana o cliente e os funcionários! Vende pleno como sênior, daí a pessoa trabalha entregando com sênior mas recebe como pleno. Quando pede aumento, falam que não tem orçamento!"
CI&T,"Gestão hipócrita. Querem que a empresa seja valorizada mas não valorizam os funcionários. Vendem sonhos para os clientes mas nem sabem o que vão entregar de verdade. Estão entrando na modinha de IA e vendendo porco de batom pra cliente trouxa mas na verdade quase não tem cientistas de dados na empresa. Se cliente soubesse dos bastidores dos executivos dessa empresa, ela fecharia as portas na hora."
CI&T,"Congelam as promoções, depois dão uma PLR ridícula. Descongelam as promoções mas exigem uma apresentação e te enchem de trabalho para você não conseguir ter tempo para apresentar a PDP. Deixam tudo na mão do funcionário. O gerente e a BP (pessoa do RH) não fazem nada no que diz respeito a avaliação do plano de carreira, a pessoa tem q fazer tudo (coletar feedbacks, marcar as reuniões, montar a apresentação, metrificar todo desenvolvimento, apresentar, etc.). PDM e BP deixam tudo na mão do funcionário e não fazem nada. Caso a pessoa consiga ainda assim fazer a apresentação, falam que tem uma fila de pessoas na frente para receber promoção e ela nunca chega. Existem pessoas que estão há mais de 1 ano na tal fila e falam que não tem dinheiro para promover. Porém pra fazer as pessoas voltarem pro presencial tem dinheiro e estão investindo pesado pra fazer os funcionários passarem mais de 2 horas por dia no trânsito."
CI&T,"Gestores e RH se mostram amigáveis e dispostos a ajudar mas é pura falsidade. Sempre enrolam as pessoas com palavras bonitas e discursos de vendedor. Há muita lábia e falta de empatia na gerência. Querem que as pessoas além de fazerem o trabalho que foram contratadas para fazer, participem das iniciativas internas (flow, cortex, workshops, treinamentos...). Só pq o fundador da empresa diz que dá a vida pela empresa, querem que todo mundo faça o mesmo e tá cheio de puxa-saco sem vida social que faz isso. O próprio Cesar Gon disse na live da PLR que quer incomodar ""quem não tem perfil CI&T"" então quem quer ter qualidade de vida vai ter que sair. A empresa ja foi boa mas está afundando, tanto para quem trabalha quanto para os clientes (qualidade das entregas tb caiu, Zup e Act estão melhores)."
CI&T,"Perseguição das pessoas que se destacam que não fazem parte da “panelinha”, gestores mal preparados e um plano de carreira maluco que te faz desistir de ser promovido. Ah, a cereja do bolo é: alguém aqui já falou que estamos há dois anos sem aumento de salário? Você é “promovido”, tem mais responsabilidade e seu salário continua o mesmo! Isso sem falar da PLR ridícula que pagam hoje, vendem uma ideia para contratar e a realidade é outra lá dentro"
CI&T,"Ambiente de extrema cobrança onde a empresa te obriga a trabalhar de final de semana e feriado pra cumprir prazo do cliente sem nunca pagar hora extra, lideres incompetentes e toxicos, assedio moral acontece direto, quando acaba o projeto te colocam na rua"
ci&t,"empresa sem plano de carreira, nem promoções. funcionarios ""esperando"" aumento salarial sem visibilidade de quando isso irá ocorrer e sí irá ocorrer. postura de gestão e ceo muito ruim"
CI&T,Prefiro nao comentar
CI&T,"Congelamento de promoçoes, plr, falta de transparencia, bagunça, salario classificado por estado."
CI&T,Ambiente desorganizado
CI&T,"Empresa totalmente tóxica! O líder lá era cachorro velho e quando trazíamos novas ideias, ele descartava quase imediatamente. Ele já havia brigado com 3 pessoas na equipe e somente as 3 pessoas foram colocadas em evidência, não ele. Para se conseguir uma promoção, tem que fazer um TCC e preencher um arquivo gigantesco e com várias habilidades diferentes. Por exemplo, se demandasse que você aprendesse devops mas no seu projeto não tem abertura pra isso, tu se ferrou e vai ficar estagnado ou ser chamado de improdutivo porque não completou o TCC. Essa empresa me deu o maior burnout da minha vida."
CI&T,Empresa contrata para preencher posições no cliente e demite por likes em post politicos. Empresa altamente tóxica e lavradora. Nunca trabalhem neste lugar de gente tóxica e facista.
CI&T,"Empresa usa o discurso ESG para oprimir os colaboradores que não são classificados como minoria. Um diretor me humilhou na reunião por me demitir. Fez uma pesquisa interna para me avaliarem, mas não mostrou os nomes das pessoas nem os argumentos. Apenas números me dizendo que como eu sou hétero eu estava inadequado para a equipe."
CI&T,"Assédio MOral direto e reto sem vergonha na cara, e PDP de cu é minha rola mole, ao inves da porra do gestor avaliar pelos resultados tem que ficar fazendo palestrinha kkkk ridiculo"
CI&T,"Fui demitido de lá, era gerente sênior. Tratar pessoas igual trata de máquinas, sempre buscar o melhor preço (menor salário) e maior produtividade. "
Ci&t Software S/A,"[1] Demissões sem feedback; [2] Promoção e reconhecimento para coleguinhas, favoritistmo; [3] Alguns líderes tóxicos; [4] Área de Gestão de Pessoas ""talent people"" conivente com promoções sem meritocracia e permitir demissões enviesadas "
Cia do,Wualqwe
Cia Ltda.,"""Vc tem 40+ e devia fazer mais que dois de 20!"""
Cia LTDA.,"""Ai eu vou pra galera!!!"""
Cia tradicional de comércio,Mandam as pessoas embora sem dar feedback
Cia tradicional de comércio,Querem sempre manter uma imagem boa da empresa usando os colaboradores como bode expiatório
Cia Ultragaz,"Movimentou a mudança de cultura a partir de 2018. Extremamente misogina, homofóbica e racista. Perfil da diretoria promove por afinidade e nao por competencia. Milhoes de esquemas com revendedores. Desvios de notas de credito e acordos com gerencia comercial e gerencias de mercado! Muitos revendedores bandidos"
CIATC,Líderes do escritório usam o feedback individual para falar mal de outros funcionários do escritório
Ciatc,"Líderes antigos de RH, contabilidade e financeiro, são antigos e cometem diversas irregularidades que são acobertadas por eles mesmos. Fazem de tudo pra estarem na empresa,.pq sabem que se saírem serão devorados no mercado por suas incompetências"
Ciatc,"Da mesma forma que a sociedade cria um sociopata, essa empresa desenvolve doenças nas pessoas. Esperam você adoecer para te mandar embora, sem vaselina"
CIATC,Um dos bares funcionava com o CNPJ de outra empresa da rede
CIATC,Assédio moral frequente e ninguém faz nada
Ciatc,"Fazem o funcionário sonhar quando entram, mas depois mostram a verdadeira cara de empresa toxica"
CIATC,Fui mandando embora porque bati de frente com o diretor que não aceita opinião
Ciatc,"Como forneiro, eu tinha acúmulo de funções e horários"
Ciatc,"A estrutura hierárquica é de uma empresa de 30 anos atrás. Uma parte da liderança escolhe não enxergar meritocracia e desenvolver os seus. Os treinamentos são poucos, e quando existentes são feitos pela própria empresa, não existe contato com o resto do mercado. Dependendo do líder direto que você tem, as horas de trabalho aliadas à carga horária são absurdas e pouco reconhecidas."
CIATC - CIA TRADICIONAL DE COMERCIO,"A empresa é muito boa, o problema é a liderança antiga, com cultura ditada por cada líder e o RH não se importa em mudar. Aceita todo tipo de assédio, mesmo que denunciados e comprovados. Tem muito líder homofóbico, xenofóbico e intolerante religioso.isso dentro do escritório central. Todos que denunciam algum caso de irregularidade é mandado embora. E a cultura tóxica e preconceituosa permanece com o aval da equipe de líder de RH"
CIATC Cia tradicional,"Precisa aproximar mais os ideias dos diretores aos dos gerentes e líderes, preparar melhor alguns líderes que as vezes se colocam em pedestais do ""tudo eu posso"" e do ""eu faço o que eu quiser porque meu cargo é tal"" e melhorar a sensação de injustiça."
CIATC Cia tradicional de,Hipocrisia dos líderes e nas redes sociais
CiAtc Cia tradicional de comércio,Se aproveitam da vulnerabilidade de alguns colaboradores para fazer todo tipo de irregularidade como coagir funcionários quando esses possam comprometer a empresa nesses casos irregulares
Ciatc Cia tradicional de comércio,"Cultura tóxica antiga, isso vem de anos. Inclusive se sentem confortáveis com funcionários acomodados que saem e voltam para a empresa e mantém funcionário com anos de casa com o mesmo cargo"
CIATC Cia tradicional de comércio,Diretor financeiro coage funcionárioa em reuniões e contrata amigos para realizar micro gerenciamento
CIAtc Cia tradicional de comércio,"Querem lacrar nas redes sociais com assuntos do momento ou que estão preocupados com as pessoas, inclusão e diversidade. Cobram dos funcionários que tenham saúde mental, que não sejam preconceituosos, mas todo o preconceito parte da liderança, que são inflados pelo ego"
CIATC Cia tradicional de comércio,Diretores e gerentes regionais machistas
CIATC cia tradicional de comércio,Falta de empatia com as pessoas. Mandam embora pessoas que não concordam com a cultura tóxica da empresa
Ciatc Cia tradicional de comércio,"RH OMISSO, todo mundo sabe que existe, mas não sabe pra que"
Ciatc Cia tradicional de comércio,"Dentro das lideranças da empresa existe uma panelinha de líderes, onde um protege o outro quando esses comentem faltas graves"
CIATC Cia tradicional de comércio,"Os líderes antigos principalmente do RH e do DP, fazem os funcionários acreditarem que estão do nosso lado, mas são totalmente contra."
Ciatc Cia tradicional de comércio,"Como nenhum lugar é perfeito a nossa escala é muito puxada isso torna muito cansativo, e sem empatia da gerência "
CIATC Cia tradicional de comércio,Na área administrativa (escritório) a empresa deixa a desejar. Não há treinamento e reconhecimento perante o trabalho duro que é feito. Há muitos cargos na chefia e poucos estão bem qualificados.
CIATC Cia tradicional de comércio,"Falta de feedback no dia a dia e direcionamento. Apesar de ser uma grande empresa trabalha como uma empresa familiar que muda constantemente os objetivos, dificultando o dia a dia. O salário e os benefícios estão fora do mercado."
Ciatc Cia tradicional de comércio,Péssima gestão. Sem meritocracia e valorizando questões pessoais
CIATC Cia tradicional de comércio,Empresa está visando por números e perdendo pessoas boas para manter uma equipe capitalista e homofobica
CIATC Cia tradicional de comércio,"Na loja a Gestão é fraca, excesso de trabalho, os superiores mandavam de mais e faziam pouco, havia muita coisa na radio corredor, e davam pouca autonomia para solucionar problemas."
CIATC Cia tradicional de comércio,"Benefícios pouco atrativos, turnos cansativos que dificultam qualidade de vida e que causam danos a saúde mental, gestão inconsistente (perfil dos líderes varia muito), não há uma preocupação genuína da gestão com todas as equipes operacionais, cultura organizacional mal estruturada."
CIATC Cia tradicional de comércio,"Saí de uma experiência ruim pois a ciatc me parecia melhor de acordo com o que apresentam. Quando começou o trabalho foi decepção atrás de decepção. Trabalhei em excesso, fiz interjornada, e etc. A impressão que a empresa passa é que se aproveitam de quem precisa muito trabalhar e sabem que não ficar."
CIATC Cia tradicional de comércio,"Empresa precisa se reorganizar e qualificar-se no quesito gestão de pessoas. Há pessoas na liderança totalmente despreparadas, que não fazem a mínima ideia de como gerir conflitos e não ouvem a equipe. Eu cheguei a ouvir de uma gerente que a ""equipe está muito aquém do que o mercado"". O que não condizia com a verdade"
Ciatc Cia tradicional de comércio,"Difícil quando o chefe não sabe observar o seu trabalho e dedicação ao preparo, se ele mesmo *nada* na cozinha, como ele pode identificar um assédio moral, ou uma condução errada de uma líder?"
CIATC Cia tradicional de comércio,"O ex gerente de controladoria amigo do diretor, não tinha o mínimo de senso de gestão e destruiu 4 equipes bem sólidas na empresa"
CIATC Cia tradicional de comércio,Pensa numa empresa que a liderança com ego nas alturas que pouco se importam com o funcionário.
CIATC Cia tradicional de comércio,"A alta liderança invés de combater o racismo, homofobia, xenofobia e qlqr tipo de preconceito, ameaça os colaboradores por email dizendo que vai chamar a polícia pra quem denunciar esses tipos de coisas "
Ciatc tradicional,Seja puxa saco e ganhe promoção
